Person id	Full name	Full name reversed	Blurb	male/female/group	Nationality	Birth date	Birth year	Death date	Death year	Birth city/state	Birth country	Death city/state	Death country	I am a useless column
berthclaud000274	Claude François Berthelot	Berthelot, Claude François	(1718–1800), French engineer	Male	French	1718	1718	1800	1800		unknown		unknown	
berthetien023779	Étienne Berthereau	Berthereau, Étienne	(fl. 1763–1788), French lawyer	Male	French						France		unknown	
berthferdi000279	Ferdinand Berthoud	Berthoud, Ferdinand	(1727–1807), Swiss clockmaker, academy member	Male	Swiss	Wednesday, 19 March 1727	1727	Saturday, 20 June 1807	1807	Placemont, canton of Neuchâtel	Switzerland	Groslay, Val-d'Oise	France	
berthjeanh024415	Jean Henri Berthoud	Berthoud, Jean Henri	(1710–1790), Swiss clockmaker, judge	Male	Swiss	Saturday, 17 May 1710	1710	1790	1790		Switzerland		unknown	
berthjeann000275	Jeanne Agnès Berthelot de Pléneuf, marquise de Prie	Berthelot de Pléneuf, Jeanne Agnès, marquise de Prie	(1698–1727), French adventurer	Female	French	1698	1698	1727	1727		France		unknown	
berthlouis000276	Louis Jean Baptiste Berthier de Sauvigny	Berthier de Sauvigny, Louis Jean Baptiste	(1709–1788), French civil servant	Male	French	1709	1709	1788	1788		France		unknown	
berthlouis000277	Louise Bernarde Berthier de Sauvigny	Berthier de Sauvigny, Louise Bernarde	(1720–1775), French judge's wife	Female	French	1720	1720	1775	1775		France		unknown	
berthnicol023697	Nicolas Hubert Berthereau	Berthereau, Nicolas Hubert	(1731–1810), French Catholic priest	Male	French	Thursday, 29 March 1731	1731	Friday, 30 November 1810	1810		France		unknown	
bertiexupe023780	Exupère Joseph Bertin	Bertin, Exupère Joseph	(1712–1781), French physician, anatomist	Male	French	1712	1712	1781	1781		France		unknown	
bertihenri000281	Henri Léonard Jean Baptiste Bertin	Bertin, Henri Léonard Jean Baptiste	(1720–1792), French government minister	Male	French	Sunday, 24 March 1720	1720	Sunday, 16 September 1792	1792	Périgueux, Dordogne	France	Spa, province of Liège	Belgium	
bertijosep000280	Joseph Étienne Bertier	Bertier, Joseph Étienne	(1702–1783), French Oratorian, author	Male	French	1702	1702	1783	1783		France		unknown	
bertilouis000282	Louis Charles Bertin de Blagny	Bertin de Blagny, Louis Charles	(fl. 1740), French financier	Male	French						France		unknown	
bertitheod023695	Théodore Pierre Bertin	Bertin, Théodore Pierre	(1751–1819), French translator, stenographer	Male	French	Monday, 25 January 1751	1751	Tuesday, 2 November 1819	1819		France		unknown	
bertivalen000283	Valentin Philippe Bertin de Rocheret	Bertin de Rocheret, Valentin Philippe	(1693–1762), French lawyer, historian	Male	French	1693	1693	1762	1762		France		unknown	
bertojeanl024351	Jean Louis de Berton Des Balbes de Crillon, archevêque de Narbonne	Berton Des Balbes de Crillon, Jean Louis de, archevêque de Narbonne	(1684–1751), French churchman	Male	French	1684	1684	1751	1751		France		unknown	
bertrelie0000284	Élie Bertrand	Bertrand, Élie	(1713–1797), Swiss scientist, government minister of Poland	Male	Swiss	May 1713	1713	Wednesday, 23 August 1797	1797	Orbe, canton of Vaud	Switzerland	Yverdon, canton of Vaud	Switzerland	
bertrjean0023694	Jean Bertrand	Bertrand, Jean	(b. 1755), Swiss merchant, politician	Male	Swiss	March 1755	1755		0	Geneva, canton of Geneva	Switzerland		unknown	
bertrjeane024413	Jean Élie Bertrand	Bertrand, Jean Élie	(1737–1779), Swiss protestant minister, publisher	Male	Swiss	1737	1737	Wednesday, 24 February 1779	1779		Switzerland		unknown	
berzejonsj025228	Jöns Jacob Berzelius	Berzelius, Jöns Jacob	(1779–1848), Swedish chemist	Male	Swedish	Friday, 20 August 1779	1779	Monday, 7 August 1848	1848	Väfversund, Östergötland	Sweden		Sweden	
besnafranc024320	François Yves Besnard	Besnard, François Yves	(1751–1842), French priest, historian	Male	French	1751	1751	1842	1842		France		unknown	
bessan0000024446	M. — Bessan	Bessan, M. —	(fl. 1749), French notary	Male	French						France		unknown	
bessialexa000287	Alexandre Jacques Bessin	Bessin, Alexandre Jacques	(fl. 1765), French clergyman	Male	French						France		unknown	
bessieres0000286	Mlle — Bessières	Bessières, Mlle —	(fl. 1726–1756), French correspondent of Voltaire	Female	French						France		unknown	
besson0000023989	M. — Besson	Besson, M. —	(fl. 1754), French notary	Male	French						France		unknown	
betemcharl000289	Charles Bétems	Bétems, Charles	(fl. 1759–1770), Swiss farmer	Male	Swiss					Pregny, canton of Geneva	Switzerland		unknown	
bethehugh0004941	Hugh Bethel	Bethel, Hugh	(d. 1752), English politician, horse-racer	Male	English		0	1752	1752		England		unknown	
bethesling004942	Slingsby Bethel	Bethel, Slingsby	(1695–1758), English planter, landowner, local politician	Male	English	1695	1695	1758	1758		England		unknown	
bethumaxim000869	Maximilien Henri de Béthune, duc de Sully	Béthune, Maximilien Henri de, duc de Sully	(1669–1729), French aristocrat	Male	French	Friday, 19 July 1669	1669	Wednesday, 2 February 1729	1729		France		unknown	
bettigaeta000290	Gaetano Bettinelli	Bettinelli, Gaetano	(fl. 1758–1798), Italian mathematician	Male	Italian						Italy		unknown	
bettisaver000291	Saverio Bettinelli	Bettinelli, Saverio	(1718–1808), Italian scholar, playwright	Male	Italian	1718	1718	1808	1808		Italy		unknown	
betzkivani000292	Ivan Ivanovich Betzky	Betzky, Ivan Ivanovich	(1704–1795), Russian government minister	Male	Russian	1704	1704	1795	1795		Russia		unknown	
beughcorne024280	Cornelius à Beughem	Beughem, Cornelius à	(c. 1637–c. 1710), Dutch bookseller, bibliographer	Male	Dutch	c. 1637	1637	c.  1710	1710		Netherlands		unknown	
beuzetheod000889	Théodora Elisabeth Catherine de Besenval, marquise de Broglie	Besenval, Théodora Elisabeth Catherine de, marquise de Broglie	(1718–1777), French aristocrat, friend of Jean Jacques Rousseau	Female	French	1718	1718	1777	1777		France		unknown	
bevaneliza005316	Mrs Elizabeth Bevan	Bevan, Mrs Elizabeth	(fl. 1673–1716), Welsh gentlewoman	Female	Welsh						Wales		unknown	
beverley00025599	— Beverley	Beverley, —	(fl. 1689), correspondent of Robert Boyle	Male	unknown						unknown		unknown	
bewlewilli023693	William Bewley	Bewley, William	(1726–1783), English surgeon, author	Male	English	Thursday, 5 September 1726	1726	Friday, 5 September 1783	1783	Massingham, Norflol	England	London, Greater London	England	
beylojeanf004414	Jean François Beylon	Beylon, Jean François	(1723–1779), Swiss tutor, courtier in Swedish service	Male	Swiss	1723	1723	Friday, 12 November 1779	1779	Lausanne, canton of Vaud	Switzerland		Sweden	
bezenabrah023692	Abraham Henri Bezencenet	Bezencenet, Abraham Henri	(1724–1798), Swiss court official	Male	Swiss	1724	1724	1798	1798		Switzerland		unknown	
bezenjeanl023691	Jean Louis Bezencenet	Bezencenet, Jean Louis	(1742–1823), French court official	Male	French	1742	1742	1823	1823		France		unknown	
bezenval00024654	Mme — de Bezenval	Bezenval, Mme — de	(fl. 1744), correspondent of Jean Jacques Rousseau	Female	unknown						unknown		unknown	
biancgiova000294	Giovanni Paolo Simone Bianchi	Bianchi, Giovanni Paolo Simone	(1693–1775), Italian physician, naturalist, antiquarian	Male	Italian	Saturday, 3 January 1693	1693	Sunday, 3 December 1775	1775		Italy		unknown	
biancisido024492	Isidoro Bianchi	Bianchi, Isidoro	(1731–1808), Italian monk, author	Male	Italian	1731	1731	1808	1808		Italy		unknown	
bichondepo002864	Mme Renée Bichon de Pommereul	Bichon de Pommereul, Mme Renée	(fl. 1752–1768), French gentlewoman	Female	French						France		unknown	
bicqucharl000890	Charles François de Bicquilley	Bicquilley, Charles François de	(1738–1814), French economist	Male	French	1738	1738	1814	1814		unknown		unknown	
biddlecomb004190	Mr — Biddlecombe	Biddlecombe, Mr —	(fl. 1786), English correspondent of William Cowper	Male	English						England		unknown	
bielfjacob003467	Jacob Friedrich von Bielfeld	Bielfeld, Jacob Friedrich von	(1717–1770), German author	Male	German	1717	1717	1770	1770		unknown		unknown	
bielknilsa024840	Greve Nils Adam Bielke	Bielke, Greve Nils Adam	(1724–1792), Swedish aristocrat, provincial governor, amateur mineralogist	Male	Swedish	Sunday, 30 January 1724	1724	Wednesday, 20 June 1792	1792	Gothenburg, Göteborgs län	Sweden	Sturefors, Östergötlands län	Sweden	
bienvclaud000299	Claude Bienvenu	Bienvenu, Claude	(d. 1776), correspondent of Nicolas René Berryer de Ravenoville	Male	French?		0	1776	1776		unknown		unknown	
bienvclaud024452	Mme Claude Bienvenue	Bienvenue, Mme Claude	(b. 1696), French bookseller	Female	French	1696	1696		0		France		unknown	
bigexsimon000300	Simon Bigex	Bigex, Simon	(fl. 1760–1769), French amanuensis	Male	French						France		unknown	
bignojeanp000301	Jean Paul Bignon	Bignon, Jean Paul	(1662–1743), French clergyman, academician	Male	French	Tuesday, 19 September 1662	1662	Thursday, 14 March 1743	1743	Paris, Ile-de-France	France		unknown	
bignojerom023690	Jérôme Frédéric Bignon	Bignon, Jérôme Frédéric	(1747–1784), French local politician, librarian	Male	French	Thursday, 2 February 1747	1747	Thursday, 1 April 1784	1784		France		unknown	
billard000023781	Citoyen — Billard	Billard, Citoyen —	(fl. 1795), French soldier, revolutionary	Male	French						France		unknown	
bindljames004589	James Bindley	Bindley, James	(1737–1818), English book collector	Male	English	Saturday, 5 January 1737	1737	Friday, 11 September 1818	1818	London, Greater London	England	London, Greater London	England	
binetabrah023689	Abraham Gédéon Binet	Binet, Abraham Gédéon	(1725–1800), Swiss clockmaker, legal victim	Male	Swiss	1725	1725	1800	1800		Switzerland		unknown	
binghlm000000303	Mrs L. M. Bingham	Bingham, Mrs L. M.	(fl. 1788–1789), Scottish clergyman's wife	Female	Scottish						Scotland		unknown	
binghpereg003763	Peregrine Bingham	Bingham, Peregrine	(1754–1826), English clergyman, poet	Male	English	1754	1754	Sunday, 28 May 1826	1826		England		unknown	
binghwilli000304	William Bingham	Bingham, William	(1752–1804), American businessman, politician	Male	American	Saturday, 8 April 1752	1752	Tuesday, 7 February 1804	1804	Philadelphia, Pennsylvania	United States of America		unknown	
binnicharl004594	Charles Binning	Binning, Charles	(fl. 1722), Scottish advocate	Male	Scottish						Scotland		unknown	
biordjeanp000305	Jean Pierre Biord, évêque de Genève-Annecy	Biord, Jean Pierre, évêque de Genève-Annecy	(1719–1785), French churchman	Male	French	Thursday, 19 October 1719	1719	Monday, 7 March 1785	1785		France		unknown	
birchjames004590	James Birch	Birch, James	(fl. 1734), English correspondent of David Hume	Male	English						England		unknown	
birchjohn0000306	Rev. John Birch	Birch, Rev. John	(fl. 1694–1714), English clergyman	Male	English						England		unknown	
birchthoma000307	Thomas Birch	Birch, Thomas	(1705–1766), English historian, biographer, academy member	Male	English	Monday, 23 November 1705	1705	Thursday, 9 January 1766	1766	London, Greater London	England	London, Greater London	England	
birdfranc0004943	Francis Bird	Bird, Francis	(1667–1731), English sculptor	Male	English	1667	1667	Monday, 30 April 1731	1731	London, Greater London	England	London, Greater London	England	
birkegeorg004360	George Birkett	Birkett, George	(1690–1745), English clergyman	Male	English	1690	1690	1745	1745	Northumberland	England		unknown	
bishonatha024988	Nathaniel Bishop	Bishop, Nathaniel	(1751–1826), American lawyer, politician, judge	Male	American	1751	1751	1826	1826	Connecticut	United States of America		unknown	
bissecharl004290	Charles Bisset	Bisset, Charles	(1717–1791), Scottish physician, military engineer	Male	Scottish	1717	1717	1791	1791	Glenalbert, near Dunkeld, Perthshire	Scotland	Knayton, near Thirsk, Yorkshire	England	
bitaupaulj023688	Paul Jérémie Bitaubé	Bitaubé, Paul Jérémie	(1732–1808), German classicist, translator, academy member	Male	German	1732	1732	1808	1808	Kaliningrad, Kaliningrad Oblast	Russia	Paris, Ile-de-France	France	
bj00000000024294	Rev. John Batteley	Batteley, Rev. John	(1646–1708), English clergyman	Male	English	1646	1646	Sunday, 21 October 1708	1708	Bury St Edmunds, Suffolk	England	Canterbury, Kent	England	
bjornjacob023687	Jacob Jonas Björnståhl	Björnståhl, Jacob Jonas	(1731–1779), Swedish university professor, travel writer	Male	Swedish	1731	1731	1779	1779		Sweden		unknown	
blachjohn0005466	Rev. John Blachford	Blachford, Rev. John	(d. 1748), Irish clergyman	Male	Irish		0	1748	1748		Ireland		unknown	
black00000024769	Mr — Black	Black, Mr —	(b. before 1747), Scottish businessman	Male	Scottish	before 1747	1747		0		Scotland		unknown	
blackbarba024385	Mrs Barbara Blackwell	Blackwell, Mrs Barbara	(d. 1793), Scottish college principal's wife	Female	Scottish		0	1793	1793		Scotland		unknown	
blackburne005401	Francis Blackburne	Blackburne, Francis	(1705–1787), English clergyman, religious controversialist	Male	English	1705	1705	1787	1787	Richmond, Yorkshire	England		unknown	
blackjohn0003766	John Black	Black, John	(1783–1855), English newspaper editor	Male	English	Friday, 7 November 1783	1783	Friday, 15 June 1855	1855	Burnhouses, near Duns, Berwickshire	Scotland	Birling, near Town Malling, Kent	England	
blackjosep000308	Joseph Black	Black, Joseph	(1728–1799), Scottish scientist, medical teacher	Male	Scottish	Friday, 16 April 1728	1728	Friday, 6 December 1799	1799	Bordeaux, Gironde	France	Edinburgh, county of Edinburgh	Scotland	
blackthoma000311	Thomas Blacklock	Blacklock, Thomas	(1721–1791), Scottish poet, schoolmaster, essayist	Male	Scottish	Monday, 10 November 1721	1721	Thursday, 7 July 1791	1791	Annan, Dumfriesshire	Scotland	Edinburgh, county of Edinburgh	Scotland	
blackthoma000313	Thomas Blackwell	Blackwell, Thomas	(1701–1757), Scottish classicist, historian, college principal	Male	Scottish	Thursday, 4 August 1701	1701	Sunday, 6 March 1757	1757	Aberdeen, Aberdeenshire	Scotland	Edinburgh, county of Edinburgh	Scotland	
blackwilli000312	Sir William Blackstone	Blackstone, Sir William	(1723–1780), English judge, legal writer, university professor	Male	English	Saturday, 10 July 1723	1723	Monday, 14 February 1780	1780	London, Greater London	England	Wallingford, Oxfordshire	England	
blaeujohan004540	Johan Blaeu	Blaeu, Johan	(1596–1673), Dutch printer	Male	Dutch	1596	1596	1673	1673	Amsterdam, North Holland	Netherlands		unknown	
blaeupiete004541	Pieter Blaeu	Blaeu, Pieter	(d. before 1712), Dutch printer	Male	Dutch		0	before  1712	1712	Amsterdam, North Holland	Netherlands		unknown	
blaincharl023782	Charles Henri Blainville	Blainville, Charles Henri	(1711–1769), French cellist, musician	Male	French	1711	1711	1769	1769	Rouen, Seine-Maritime	France	Paris, Ile-de-France	France	
blairhugh0000315	Hugh Blair	Blair, Hugh	(1718–1800), Scottish Presbyterian minister, university professor	Male	Scottish	Thursday, 7 April 1718	1718	Saturday, 27 December 1800	1800	Edinburgh, county of Edinburgh	Scotland	Edinburgh, county of Edinburgh	Scotland	
blairjames004697	James Blair	Blair, James	(1656–1743), Scottish clergyman, college founder	Male	Scottish	1656	1656	Thursday, 1 August 1743	1743		Scotland	Williamsburg, Virginia	United States of America	
blakejohn0005402	John Blake	Blake, John	(1723–1784), English clergyman	Male	English	1723	1723	1784	1784		England		unknown	
blanchet00023783	Augustin Blanchet	Blanchet, Augustin	(fl. 1782), French author	Male	French						France		unknown	
blancjean0000320	Jean Blanchet	Blanchet, Jean	(1724–1778), French literary critic	Male	French	1724	1724	1778	1778	Tournon	France		unknown	
blancthoma000319	Thomas Blanchard	Blanchard, Thomas	(fl. 1768), French civil servant	Male	French						France		unknown	
blandhenry025545	Henry Bland	Bland, Henry	(d. c. 1681), English merchant	Male	English		0	c.  1681	1681	Cumbria	England		unknown	
blandtheod024911	Theodorick Bland	Bland, Theodorick	(1742–1790), American physician, army officer, politician	Male	American	Wednesday, 21 March 1742	1742	Tuesday, 1 June 1790	1790	Cawsons, near Petersburg, Prince Georges county, Virginia	United States of America	New York City, New York	United States of America	
blanqfranc000321	François Blanquet de Rouville	Blanquet de Rouville, François	(b. 1717), French correspondent of Voltaire	Male	French	Wednesday, 13 October 1717	1717		0	Marjevols, Lozère	France		unknown	
blaquedwar003767	Edward Blaquiere	Blaquiere, Edward	(1779–1831), English naval officer	Male	English	1779	1779	1831	1831		Ireland		unknown	
blavejeanl000322	Jean Louis Blavet	Blavet, Jean Louis	(1719–1809), French author, translator	Male	French	1719	1719	1809	1809		France		unknown	
bld0000000023771	L. D. B.	L. D. B.	(fl. 1779), letter-writer to a newspaper	Male	unknown						unknown		unknown	
bletlouis0000891	Louis Joseph de Blet	Blet, Louis Joseph de	(d. 1782), French priest	Male	French		0	1782	1782		unknown		unknown	
blindadrie000323	Adrien Michel Hyacinthe Blin de Sainmore	Blin de Sainmore, Adrien Michel Hyacinthe	(1733–1807), French author, playwright	Male	French	Sunday, 15 February 1733	1733	Saturday, 26 September 1807	1807		France		unknown	
blomemarga004698	Margaret Blomer	Blomer, Margaret	(fl. 1669–1677), English clergyman's wife	Female	English						England		unknown	
blomethoma004699	Thomas Blomer	Blomer, Thomas	(d. 1730), English clergyman	Male	English		0	1730	1730		England		unknown	
blondeldaz023769	Mme — Blondel d'Azincourt	Blondel d'Azincourt, Mme —	(fl. 1760–1761), French courtier's wife	Female	French						France		unknown	
blondlouis024314	Louis Blondel	Blondel, Louis	(fl. 1778), French civil servant	Male	French						France		unknown	
blouimarie000326	Marie Madeleine Blouin Dubois	Blouin Dubois, Marie Madeleine	(1746–1779), French actress	Female	French	1746	1746	1779	1779		France		unknown	
blouncharl004542	Charles Blount	Blount, Charles	(1654–1693), English author, politician	Male	English	1654	1654	1693	1693	Upper Holloway, Greater London	England		unknown	
blounedwar004944	Edward Blount	Blount, Edward	(before 1667–1726), English gentleman	Male	English	before 1667	1667	1726	1726		England		unknown	
blounmarth004945	Martha Blount	Blount, Martha	(1690–1763), English gentlewoman, recusant	Female	English	Monday, 15 May 1690	1690	Tuesday, 12 July 1763	1763	Mapledurham, Berkshire	England	London, Greater London	England	
blounmarth024535	Mrs Martha Blount	Blount, Mrs Martha	(d. 1743), English gentlewoman, recusant	Female	English		0	Sunday, 31 March 1743	1743		England		unknown	
blounteres004946	Teresa Blount	Blount, Teresa	(1688–1759), English gentlewoman, recusant	Female	English	Friday, 15 October 1688	1688	Sunday, 7 October 1759	1759	Paris, Ile-de-France	France	London, Greater London	England	
bluetj0000005114	J. Bluett	Bluett, J.	(fl. 1794), appears in Richard Brinsley Sheridan edition	Male	English?						unknown		unknown	
boardlords003677	Lords Commissioners of the Board of Trade	Board of Trade, Lords Commissioners of the	(founded 1696), British government committee	Group	English	1696	1696		0		England		unknown	
boccodomen000330	Domenico Boccolari	Boccolari, Domenico	(1736–1781), Italian travel writer	Male	Italian	1736	1736	Monday, 26 March 1781	1781		Italy		unknown	
boccopaolo025387	Rev. Paolo Boccone	Boccone, Rev. Paolo	(1633–1704), Italian priest, botanist, monk	Male	Italian	Sunday, 24 April 1633	1633	Monday, 22 December 1704	1704	Palermo, Sicily	Italy	Altofonte, Sicily	Italy	
boccopaolo025682	Paolo Silvio Boccone	Boccone, Paolo Silvio	(1633–1704), Italian botanist	Male	Italian	Sunday, 24 April 1633	1633	Monday, 22 December 1704	1704	Palermo, Sicily	Italy	Altofonte, Sicily	Italy	
bodhaanne0017185	Mrs Anne Bodham	Bodham, Mrs Anne	(1748–1846), English clergyman's wife	Female	English	1748	1748	1846	1846		England		unknown	
bodinfelix003768	Félix Bodin	Bodin, Félix	(1795–1837), French historian	Male	French	Tuesday, 29 December 1795	1795	Monday, 8 May 1837	1837	Saumur, Maine-et-Loire	France	Paris, Ile-de-France	France	
bodmejohan000331	Johann Jakob Bodmer	Bodmer, Johann Jakob	(1698–1783), Swiss scholar, college professor, academy member	Male	Swiss	Saturday, 19 July 1698	1698	Thursday, 2 January 1783	1783	Greifensee, canton of Zürich	Switzerland	Zurich, canton of Zürich	Switzerland	
boglicarlo000334	Carlo Boglioli	Boglioli, Carlo	(fl. 1763), Italian physician	Male	Italian						unknown		unknown	
bohmjohan0000151	Johann Christian Böhm	Böhm, Johann Christian	(1726–1784), German correspondent of Voltaire	Male	German	Sunday, 29 September 1726	1726	Tuesday, 7 September 1784	1784		unknown		unknown	
boielmarie000329	Marie Jacques Amand Boïeldieu	Boïeldieu, Marie Jacques Amand	(1757–1844), French lawyer, miscellaneous author	Male	French	Tuesday, 29 November 1757	1757	Monday, 5 August 1844	1844		unknown		unknown	
boillpierr023685	Pierre Charles Boillot	Boillot, Pierre Charles	(b. 1752), French Capuchin friar	Male	French	Wednesday, 8 August 1725	1725		0	Paris, Ile-de-France	France		unknown	
boinpierr0023684	Pierre Boin	Boin, Pierre	(1755–1825), Swiss lawyer, politician	Male	Swiss	1755	1755	1825	1825		Switzerland		unknown	
boisajeanj000337	Jean Jacques François Marin Boisard	Boisard, Jean Jacques François Marin	(1744–1833), French civil servant, author	Male	French	1744	1744	1833	1833		unknown		unknown	
boiscde000025600	M. — de Bois Clair	Bois Clair, M. — de	(fl. 1690?), French Huguenot?	Male	French						France		unknown	
boisglouis000892	Louis Bruno de Boisgelin, marquis de Cucé	Boisgelin, Louis Bruno de, marquis de Cucé	(1734–1794), French aristocrat	Male	French	Wednesday, 17 November 1734	1734	Monday, 7 July 1794	1794	Rennes, Ille-et-Vilaine	France	Paris, Ile-de-France	France	
boisguilbe024293	Mme — de Boisguilbert	Boisguilbert, Mme — de	(fl. 1788), French correspondent of Bernardin de Saint-Pierre	Female	French						France		unknown	
boissfranc023683	François Antoine Boissy d'Anglas	Boissy d'Anglas, François Antoine	(1756–1826), French revolutionary politician	Male	French	Wednesday, 8 December 1756	1756	Friday, 20 October 1826	1826		France		unknown	
boissjeani000339	Jean Isaac Boissier	Boissier, Jean Isaac	(fl. 1765), Swiss magistrate	Male	Swiss						Switzerland		unknown	
boisslouis002217	Louis de Boissy	Boissy, Louis de	(1694–1758), French journalist, author	Male	French	Friday, 26 November 1694	1694	Wednesday, 19 April 1758	1758	Auvergne	France		unknown	
boistetien023196	Étienne François Boistard de Prémagny	Boistard de Prémagny, Étienne François	(1708–1767), French lawyer, local politician, academy member	Male	French	1708	1708	1767	1767		France		unknown	
boldsamue0004700	Samuel Bold	Bold, Samuel	(c. 1650–1737), English clergyman, religious controversialist	Male	English	c. 1650	1650	August 1727	1727		England	Steeple, Dorset	England	
bolevsimon003769	Simón Bolívar	Bolívar, Simón	(1783–1830), Venezuelan revolutionary leader	Male	Venezuelan	Thursday, 24 July 1783	1783	Friday, 17 December 1830	1830	Caracas, Distrito Capital	Venezuela	Santa Marta, Magdalena	Colombia	
bollioudde000340	François David Bollioud de Saint-Julien, baron d'Argental	Bollioud de Saint-Julien, François David, baron d'Argental	(fl. 1749–1785), French tax official, civil servant	Male	French						France		unknown	
bolomcharl023682	Charlotte Bolomey	Bolomey, Charlotte	(b. 1711), Swiss correspondent of Jean Jacques Rousseau	Female	Swiss	Friday, 10 April 1711	1711		0		Switzerland		unknown	
boltewilhe023993	Wilhelm Bolte	Bolte, Wilhelm	(fl. 1752), German soldier	Male	German						Germany		unknown	
bolton0000005468	Theophilus Bolton, archbishop of Cashel	Bolton, Theophilus, archbishop of Cashel	(1678–1744), Irish churchman	Male	Irish	1678	1678	1744	1744		Ireland		unknown	
bonallouis023939	Louis Gabriel Amboise de Bonald	Bonald, Louis Gabriel Amboise de	(1754–1840), French royalist politician, author	Male	French	Wednesday, 2 October 1754	1754	Monday, 23 November 1840	1840	Millau, Aveyron	France	Paris, Ile-de-France	France	
bonapnapol023248	Napoléon Bonaparte	Bonaparte, Napoléon	(1769–1821), French general, statesman, emperor	Male	French	Tuesday, 15 August 1769	1769	Saturday, 5 May 1821	1821	Ajaccio, Corsica	France	Longwood House, near Jamestown	Saint Helena	
boncepierr000342	Pierre François Boncerf	Boncerf, Pierre François	(1745–1794), French secretary to Anne Robert Jacques Turgot	Male	French	1745	1745	1794	1794	Chazot, Doubs	France	Paris, Ile-de-France	France	
bondejulie023022	Julie von Bondeli	Bondeli, Julie von	(1732–1788), Swiss salon hostess, intellectual, author	Female	Swiss	Tuesday, 1 January 1732	1732	Friday, 8 August 1788	1788	Bern, canton of Bern	Switzerland	Neuchâtel, canton of Neuchâtel	Switzerland	
bondphine0024660	Phineas Bond	Bond, Phineas	(1749–1815), American diplomat in British service	Male	American	1749	1749	1815	1815		United States of America		unknown	
bonescesar001304	Cesare Bonesana, marchese di Beccaria	Bonesana, Cesare, marchese di Beccaria	(1738–1794), Italian legal writer, criminologist, economist	Male	Italian	Saturday, 15 March 1738	1738	Friday, 28 November 1794	1794	Milan, Lombardy	Italy	Milan, Lombardy	Italy	
bonetfrede000345	Frédéric Guillaume Bonet	Bonet, Frédéric Guillaume	(1723–1788), Swiss politician	Male	Swiss	1723	1723	1788	1788		Switzerland		unknown	
bonfiwilli003770	William Bonfield	Bonfield, William	(fl. 1819–1823), English gardener	Male	English						England		unknown	
bonijelisa024132	Élisabeth Bonijol	Bonijol, Élisabeth	(b. 1767), Swiss revolutionary politician	Female	Swiss	1767	1767		0		Switzerland		unknown	
bonin00000000347	— Bonin	Bonin, —	(fl. 1748–1753), French printer	Male	French						France		unknown	
bonnecharl000348	Charles Bonnet	Bonnet, Charles	(1720–1793), Swiss naturalist, philosopher, academy member	Male	Swiss	Wednesday, 13 March 1720	1720	Monday, 20 May 1793	1793	Geneva, canton of Geneva	Switzerland	Geneva, canton of Geneva	Switzerland	
bonneclaud000666	Claude Alexandre de Bonneval, comte de Bonneval	Bonneval, Claude Alexandre de, comte de Bonneval	(1675–1747), French adventurer, army officer in Turkish service	Male	French	Sunday, 14 July 1675	1675	Thursday, 23 March 1747	1747		France	Istanbul, Marmara	Turkey	
bonnefranc004582	François Bonneau Du Verdus	Bonneau Du Verdus, François	(1621–1675), French mathematician, philosopher, academy member	Male	French	Sunday, 25 April 1621	1621	1675	1675		France		unknown	
bonnejacqu023681	Jacques Gabriel Madeleine Bonneau-Duchesne	Bonneau-Duchesne, Jacques Gabriel Madeleine	(1769–1793), French revolutionary army officer	Male	French	Saturday, 22 July 1769	1769	Wednesday, 23 October 1793	1793		France		unknown	
bonnejeanj000349	Jean Jacques Bonnet	Bonnet, Jean Jacques	(1740–1796), Swiss politician	Male	Swiss	1740	1740	1796	1796	Geneva, canton of Geneva	Switzerland		unknown	
bonnepeter024661	Peter Bonnetheau	Bonnetheau, Peter	(1742–1798), American politician	Male	American	1742	1742	1798	1798		United States of America		unknown	
bonnerene0000893	René de Bonneval	Bonneval, René de	(1700–1760), French poet	Male	French	1700	1700	1760	1760		France		unknown	
bonniangee000350	Ange Elisabeth Louis Antoine Bonnier d'Alco	Bonnier d'Alco, Ange Elisabeth Louis Antoine	(1749–1799), French politician, diplomat	Male	French	1749	1749	1799	1799		France		unknown	
bonnoetien000968	Étienne Bonnot de Condillac	Bonnot de Condillac, Étienne	(1715–1780), French philosopher	Male	French	Monday, 30 September 1715	1715	Thursday, 3 August 1780	1780	Grenoble, Isère	France		unknown	
bonnogabri023333	Gabriel Bonnot de Mably	Bonnot de Mably, Gabriel	(1709–1785), French political writer	Male	French	1709	1709	1785	1785	Grenoble, Isère	France		unknown	
bonnojean0023334	Jean Bonnot de Mably	Bonnot de Mably, Jean	(1696–c. 1768), French civil servant	Male	French	1696	1696	c.  1768	1768		France		unknown	
bonstcharl000894	Charles Emmanuel de Bonstetten	Bonstetten, Charles Emmanuel de	(1706–1773), Swiss politician	Male	Swiss	Sunday, 14 March 1706	1706	Thursday, 28 January 1773	1773	Bern, canton of Bern	Switzerland	Bern, canton of Bern	Switzerland	
bonstcharl000895	Charles Victor de Bonstetten	Bonstetten, Charles Victor de	(1745–1832), Swiss politician, author	Male	Swiss	Friday, 3 September 1745	1745	Friday, 3 February 1832	1832	Bern, canton of Bern	Switzerland	Geneva, canton of Geneva	Switzerland	
bonstmarie024655	Marie Élisabeth de Bonstetten	Bonstetten, Marie Élisabeth de	(1715–1793), Swiss gentlewoman	Female	Swiss	1715	1715	1793	1793		Switzerland		unknown	
